NrESKM,Imie,Nazwisko,Plec,Gatunek,NazwiskoPanienskieMatki,ImieMatki,ImieOjca,Data_urodzenia,MiejsceUrodzenia,MiejsceZamieszkania,MiejsceZameldowania,Wyksztalcenie
701212,ROMAN,MALSKI,M,ogr,LEWIŃSKA,ŁUCJA,PIOTR,3535.12.4,Klin Branecki,Klin Branecki,Klin Branecki,brak
477116,RITA,PUKMIEL,K,chochlik,REJBA,DALIA,BRAYAN,3536.1.1,Dworczysko,Od Gaci,Od Gaci,średnie
524243,KRZYSZTOF,ZALENSKYI,M,człowiek,TOMASZEWSKA-RYTKA,ELENA,FRYDERYK,3509.6.16,Kędzierak,Kędzierak,Kędzierak,wyższe
155071,NICOLAS,STEPCHENKOV,M,ogr,CHIKVEM,ILONA,BENIAMIN,3524.11.18,Mierzym,Szczawno,Pyszczyn,średnie
508581,URSZULA,STOLAREK,K,ogr,JĘDRO,LIWIA,FLORIAN,3528.3.11,Oczadła,Oczadła,Oczadła,brak
128272,BORYS,LESIK,M,ogr,HĘCINSKA,HELENA,BŁAŻEJ,3540.10.4,Wąbrzeźno,Wąbrzeźno,Wąbrzeźno,średnie
385535,BOGUSŁAW,SIBON,M,ogr,KURYNKO,TATIANA,FELIKS,3527.5.20,Prędocin,Występ,Kolonia Podlodów,wyższe
452325,SZCZEPAN,OBIERZAŁEK,M,ogr,ROZOK,MIRIAM,BOGUSŁAW,3506.8.3,Dół,Zapole,Zapole,średnie
849073,KARINA,CZYCZYK,K,ogr,PAWELIK,OKSANA,NORBERT,3507.3.22,Rukowo,Rukowo,Rukowo,brak
440399,STEFANIA,UGORSKA,K,ogr,EL HARIZY,OLIMPIA,ZBIGNIEW,3519.1.21,Zyzdrojowy Piecek,Zyzdrojowy Piecek,Zyzdrojowy Piecek,podstawowe
138217,BENIAMIN,KUCZABA,M,ogr,JABŁONKOWSKA,DAGMARA,HENRYK,3516.11.14,Na Dziale,Na Dziale,Na Dziale,wyższe
208377,LAURA,ABAZA,K,ogr,MICHAJLOW,KLARA,ZACHARY,3504.7.30,Imielin,Imielin,Imielin,nadludzkie
659052,OLIWIER,JUDASZEWSKI,M,hobbit,BAŁUSIŃSKA,LIDIA,MIRON,3540.10.8,Przymiarki,Przymiarki,Przymiarki,nadludzkie
847645,KAMILA,GIBKE,K,ogr,NOSOWSKA,FRANCISZKA,LEO,3523.10.28,Janowięta,Janowięta,Janowięta,wyższe
428636,SYLWIA,CISOWSKA,K,ogr,KLIMEK-KWIATKOWSKA,HALINA,LESZEK,3534.4.15,Pod Dębami,Pod Dębami,Pod Dębami,brak
796174,SAMANTA,SZCZYBALSKA,K,ogr,ORTYŃSKI,IDALIA,KAROL,3520.6.27,Podlesie,Podlesie,Podlesie,nadludzkie
146139,ANDŻELIKA,NOWAK-JARY,K,ogr,MONIEWSKA,ANETA,OLIWER,3540.6.2,Stara Dębowola,Stara Dębowola,Stara Dębowola,podstawowe
166082,SYLWIA,SŁAWOWA,K,ogr,STECHBART,JOLANTA,OSKAR,3550.10.30,Nowa Wieś Mała,Humięcino,Sompolinek,średnie
846149,HONORATA,BAMBERGER,K,ogr,NOWAK-JAKUBOWSKA,JAGODA,LUCJAN,3546.10.4,Trzciniec,Honiatyczki,Stara Wygoda,podstawowe
330382,OLIWER,LUSHCHAK,M,ogr,PIEKATZ,LILIANA,KAMIL,3510.3.8,Rudno,Rachelówka,Rachelówka,nadludzkie
573508,WINCENTY,WINSCH,M,ogr,CHADZIJANIDIS,ELENA,WOJCIECH,3522.12.14,Miłoszowice,Miłoszowice,Miłoszowice,podstawowe
193898,ADRIANNA,BURCHOT,K,ogr,STENGEL,JUSTYNA,DONATAN,3518.8.26,Waleniec,Dzikowina,Dzikowina,średnie
621506,IDA,ŠKRIJELJ,K,ogr,DRWIŁO,NICOLE,ROMAN,3548.3.9,Cierpięta,Stefanowo,Sielec,podstawowe
445186,IGOR,SOCZYWKO,M,ogr,NAGI,ŁUCJA,KEVIN,3518.4.26,Skaje,Żabików,Żabików,brak
499050,EMIL,BARKO,M,elf,BEN NERIAH,ELŻBIETA,ALEX,3517.4.24,Prusinowice,Rynek,Rynek,brak
964943,KINGA,PCIACHOWSKA,K,ogr,LANER,SAMANTA,BOLESŁAW,3524.9.10,Szklarka,Szklarka,Szklarka,nadludzkie
706960,PHILIP,PAŁANIUK,M,ogr,PÓŁKOSZNIK,ŻANETA,KORDIAN,3519.8.5,Świątniki,Budy Biejkowskie,Jędrzejów,wyższe
852052,NICOLAS,GNIAŹ,M,gnom,SKUT,GABRIELA,MAKSYM,3543.7.25,Jeruzal,Rozwory,Stojowice,brak
791229,ADELA,CZARNIGOWSKA,K,ogr,GAWRYSZCZAK-KIERZKOWSKA,OLIVIA,ALEX,3507.11.13,Kolonie Sawickie,Grzebienie-Kolonia,Grzebienie-Kolonia,nadludzkie
751095,LILIA,ODONGO,K,człowiek,SMOZIK,WANESA,MACIEJ,3538.2.18,Zimówka Dolna,Izbice,Dźwierzno,podstawowe
903919,BLANKA,PLITT,K,ogr,SWIAT,AMANDA,KONRAD,3505.4.19,Ruda-Gajówka,Bukowa,Bukowa,nadludzkie
758976,ADELAJDA,KIEZA,K,ogr,KOZAK-KOWALSKA,SOPHIE,LUCJAN,3522.8.18,Rzędowice,Daleszewice,Malinowice,nadludzkie
945372,NINA,BOGACIEWICZ,K,ogr,RASIŃSKA-KOWALSKA,KONSTANCJA,KRYSPIN,3542.3.20,Skarżysko Kościelne A,Skarżysko Kościelne A,Skarżysko Kościelne A,brak
754402,MIESZKO,LACHOWICZ,M,ogr,STANGIERSKI,MAGDA,BENIAMIN,3524.3.5,Borki,Kruszyna,Piotrówko,wyższe
484473,GNIEWOMIR,MOZOLUK,M,ogr,PIZIO,ADELA,AMADEUSZ,3536.6.5,Ziębówka,Ziębówka,Ziębówka,nadludzkie
113428,ALEXANDER,LISNYI,M,ogr,DE BLASIIS,WANDA,EMIL,3519.5.29,Słajsino,Słajsino,Słajsino,średnie
332803,DONATAN,GRESS,M,ogr,ZARZECZAŃSKA,EDYTA,ALEX,3524.2.29,Niewino Kamieńskie,Bogucin Mały,Kolonia,nadludzkie
768403,ALBERT,MENG,M,ogr,KLIJER,LUCYNA,ADAM,3542.3.10,Wieruchów,Działki,Działki,nadludzkie
265265,JUDYTA,GASZLER,K,ogr,STANGIERSKI,ROKSANA,LUDWIK,3503.10.6,Rakowo,Kamion,Kamion,brak
314964,ROZALIA,MECHLA,K,ogr,WUCHOWICZ,APOLONIA,PASCAL,3518.9.12,Bielskie Wybudowanie,Bielskie Wybudowanie,Bielskie Wybudowanie,nadludzkie
719172,LIDIA,NAPIERAJ,K,ogr,SZAUDERNA,ANETA,SZYMON,3529.12.2,Huby Siedlikowskie,Huby Siedlikowskie,Huby Siedlikowskie,podstawowe
550147,SERGIUSZ,ILINICKI,M,ogr,MURAS-SADOWSKA,MARCJANNA,WINCENTY,3512.7.23,Mikołajówka,Mikołajówka,Mikołajówka,podstawowe
284476,MARCJANNA,RAPAPORT,K,gnom,GOTFALSKA,MARTA,MIESZKO,3520.6.29,Biskupice,Jabłoń,Rawka,nadludzkie
562405,BENJAMIN,DE GUZMAN,M,ogr,KEZHUN,ARIANNA,ŁUKASZ,3545.1.3,Wyszomierz,Wyszomierz,Wyszomierz,podstawowe
596283,EMMA,ZACHARIOU,K,ogr,TYLCZYŃSKA,MAJA,HENRYK,3508.5.18,Dół,Gostów,Gostów,podstawowe
378579,ALEKSANDER,SAPINA,M,ogr,GOŁOSZCZAPOWA,HELENA,SZCZEPAN,3538.9.9,Kolonie,Kolonie,Kolonie,wyższe
753374,INEZ,WARDEJN,K,ogr,WEG,JOLANTA,KAI,3537.11.28,Radogoszcz,Góra,Góra,nadludzkie
890422,SELENA,KORKINIEC,K,chochlik,CHWIERUT,LIDIA,RYAN,3505.10.4,Kąt,Jelcza,Dubisy,średnie
662184,SANDRA,SAMODZEWICZ,K,ogr,EPHRAIM,IZABELLA,ALEX,3507.7.19,Zadziory,Bolechowice,Bolechowice,nadludzkie
641033,ADRIANA,KARŁÓW,K,krasnal,LAGOYDA,LARYSA,TEOFIL,3523.8.2,Klemencice,Klemencice,Klemencice,nadludzkie
840418,JUSTYNA,LIS-FLIS,K,ogr,LÁZÁR,LARA,GRACJAN,3509.8.18,Osse,Osse,Osse,wyższe
793322,MIRA,FORDOŃSKA,K,ogr,CHOMIN,KARINA,MAXYMILIAN,3536.4.21,Dobrzyca Leśna,Zbytki,Zbytki,średnie
876430,WERONIKA,SARAFINOWICZ,K,ogr,GJINOSKA,MALINA,OLIWER,3550.5.15,Sielec Biskupi,Sielec Biskupi,Sielec Biskupi,podstawowe
930682,ANDRZEJ,KALEDOŃSKI,M,ogr,ŁUTNIK,ADRIANA,KARIM,3530.3.4,Borkówka,Borkówka,Borkówka,wyższe
126417,OLIMPIA,KEY,K,ogr,PUTAN,MARCELA,ROCH,3523.12.11,Sypniewo,Chomętówko,Chomętówko,podstawowe
615460,MATEUSZ,SZELĄGOWSKI-RUSZKIEWICZ,M,ogr,PAPISZ-ŻYŁKA,MARTA,AMADEUSZ,3523.8.3,Wancerzów,Taras,Taras,średnie
713302,PATRYK,ARONIK,M,ogr,HULL,SABINA,GABRIEL,3533.2.24,Rudze,Piątaki,Piątaki,podstawowe
426461,STELLA,GULBA-ZDRAL,K,wiedźma,WALICOVÁ,ANASTAZJA,ŁUKASZ,3518.6.14,Niemirki,Jaryszów,Jaryszów,nadludzkie
438935,ADELAJDA,SIESTRZYKOWSKA,K,ogr,AKINCI,IDA,KARIM,3506.1.3,Bąkówka,Bąkówka,Bąkówka,średnie
129113,PAULINA,KIRSZNIAK,K,ogr,GRABOWSKA-WIECZOREK,LILIANA,LEON,3513.7.17,Sianożęty,Sianożęty,Sianożęty,wyższe
671784,BORYS,IDZIAK VEL IDZIKOWSKI,M,krasnal,BAŚ,LENA,NATANIEL,3539.7.18,Osada Leśna,Osada Leśna,Osada Leśna,brak
116051,IDALIA,SALWECKA,K,ogr,DUGUAY,DOMINIKA,EMANUEL,3502.11.28,Kępa Wyszogrodzka,Kępa Wyszogrodzka,Kępa Wyszogrodzka,podstawowe
820933,VINCENT,BARABANIEC,M,ogr,ÖZ,IWONA,SŁAWOMIR,3524.9.12,Wygoda,Wygoda,Wygoda,wyższe
855034,JANINA,GLUBOWSKA,K,człowiek,DRZAŻDZEWSKA,NINA,ŁUKASZ,3541.11.7,Błonki Strzyżewskie,Błonki Strzyżewskie,Błonki Strzyżewskie,wyższe
906968,NATALIA,KURCYUSZ,K,ogr,BARTKOWSKI,LENA,SZCZEPAN,3528.12.6,Knowy,Majdan Suski,Majdan Suski,podstawowe
942298,BOGUSŁAW,KIECHAJAS,M,ogr,FYRST,OLGA,SANTIAGO,3535.4.15,Tyszki-Łabno,Tyszki-Łabno,Tyszki-Łabno,podstawowe
971679,RYSZARD,BABCZYNSKI,M,ogr,OSUSZKIEWICZ,LAURA,JONASZ,3532.8.29,Krzekoszów,Jęczydół,Jęczydół,brak
553565,BRYGIDA,PAREMSKA,K,ogr,RAŃŚ,IWONA,RYAN,3506.7.14,Mury,Kąty,Kąty,brak
589032,ZOJA,BOBECHKO,K,ogr,KORCELA,MALINA,TYMON,3547.12.18,Frank,Trzcinica,Trzcinica,wyższe
761064,JERZY,WACHUŁKA,M,ogr,KOLOSHCHENKO,IDA,DARIUSZ,3521.6.14,Żdżary,Żdżary,Żdżary,podstawowe
944693,DANIELA,SZOZDOWSKA,K,hobbit,NIŹNIOWSKA,JULITA,KUBA,3500.12.22,Zielenin,Zielenin,Zielenin,podstawowe
845671,ANATOL,MADŻGAŁA,M,ogr,ŻENTARZEWSKA,IDALIA,KSAWERY,3538.6.13,Pomian,Pomian,Pomian,średnie
756650,LUIZA,JASKÓŁA DE ALMEIDA,K,ogr,WOOLTORTON,JULIA,KONSTANTY,3530.10.1,Antoniewo,Antoniewo,Antoniewo,nadludzkie
497240,TEOFIL,OFUTIN,M,ogr,MASLOBOIEVA,ANGELIKA,MAX,3550.9.17,Zawodzie,Zawodzie,Zawodzie,podstawowe
837673,BORYS,GIETER,M,ogr,ROGORZYŃSKA,KINGA,LEONARDO,3508.3.30,Szklarka,Szklarka,Szklarka,nadludzkie
987689,SAMANTA,ANYIAM,K,ogr,LULKO,AGATA,LESZEK,3518.7.15,Klecewo,Wawel,Wawel,brak
365949,MARCELA,CERWIK,K,ogr,PYZAŁKA,IDALIA,LEONARDO,3521.3.30,Karlin,Karlin,Karlin,nadludzkie
531397,MIESZKO,KAPEJEWSKI,M,ogr,KLIMEK,KSENIA,DAMIAN,3529.8.21,Wielka Wola,Stanisławów,Stanisławów,wyższe
525119,JOANNA,ŁAWSKA,K,ogr,SOWŁOWIEC,VICTORIA,PRZEMYSŁAW,3509.5.17,Franusie,Kunów,Kunów,średnie
386982,KONSTANCJA,PETRYCZKIEWICZ,K,ogr,GENOVA,GABRIELA,MIKOŁAJ,3536.7.20,Kotelnica,Kotelnica,Kotelnica,brak
246483,WŁADYSŁAW,DI MARINO,M,ogr,AJTEL,ZOJA,MARTIN,3539.12.29,Folwark,Folwark,Folwark,wyższe
186922,EDWARD,NADZIEJOWSKI,M,ogr,DYR VÁŇOVÁ,LIVIA,MACIEJ,3527.5.6,Kierocie,Rudka,Ochremowicze,nadludzkie
885090,HUGO,KUŁACZEWSKI,M,ogr,BRIERS,JADWIGA,KSAWERY,3529.6.18,Zarębki,Zarębki,Zarębki,wyższe
532315,IRENA,DURLEY,K,ogr,SHUKHLIN,NICOLA,KORNELIUSZ,3500.12.11,Podsokołda,Okopy,Rozkoszówka,średnie
326935,OKTAWIA,SPRADA,K,ogr,ALGAWAM,HANA,TYTUS,3515.1.6,Bieganów,Gradowiec,Gradowiec,nadludzkie
783464,WILHELM,SHANKAR,M,ogr,SZULC-KOZŁOWSKA,JAŚMINA,JAREMA,3520.1.25,Sroczyn,Sroczyn,Sroczyn,wyższe
939622,RAFAŁ,KRZEMIŃSKI-FREDA,M,ogr,KANTANISTA,ZOJA,XAVIER,3518.6.11,Osowce,Osowce,Osowce,podstawowe
586462,DAVID,BOJBA,M,ogr,ŁABCZUK,KORNELIA,STANISŁAW,3542.5.12,Danielowice,Danielowice,Danielowice,średnie
906198,MAXIMILIAN,KLIMMEK,M,ogr,CSERMÁK,HELENA,BORYS,3502.10.9,Kopań,Kopań,Kopań,średnie
131552,DAWID,KOŁODZIEJCZAK-KOSTECKI,M,krasnal,PIEL,EMILY,IWO,3545.4.1,Władysławów,Władysławów,Władysławów,podstawowe
844208,LIVIA,PORYCKA,K,ogr,KASZCZUK,KORNELIA,JERZY,3534.1.5,Dębina,Dębina,Dębina,wyższe
773759,XAVIER,DETTLOFF,M,ogr,ŁOŃSZCZAK,VIKTORIA,WOJCIECH,3539.1.9,Witków,Witków,Witków,nadludzkie
571648,OSKAR,MALYEY,M,wiedźma,POWASEROWSKA,MAJA,DARIUSZ,3520.5.23,Zrecze Pożogowskie,Zrecze Pożogowskie,Zrecze Pożogowskie,wyższe
600220,EMILIAN,PAVALANSKI,M,ogr,LATOCHA-GRZESIAK,MARZENA,MAURYCY,3504.10.19,Pleszów,Popów-Kolonia,Uście,średnie
372373,BIANKA,IMBIRSKA,K,ogr,BOUZIANE,LILIANNA,BRUNO,3527.12.5,Polichno,Polichno,Polichno,brak
303181,SOPHIE,KOPYRSKA,K,ogr,MILLER,SOFIA,WOJCIECH,3527.1.21,Morasko,Mierzewo,Mierzewo,nadludzkie
914604,EMILIA,CVETKOV,K,ogr,BENKEL,ANTONIA,JAKUB,3544.5.22,Maciszewice,Maciszewice,Maciszewice,nadludzkie
226225,JOWITA,RISZKE,K,ogr,FLÖTHER,LILIANNA,KAZIMIERZ,3539.7.23,Brzeźno,Juhany,Juhany,wyższe
827710,ANIELA,SAGAJEWSKA,K,ogr,ROGOZIŃSKA-CRUPI,TATIANA,BOLESŁAW,3506.4.8,Górki Radostowskie,Górki Radostowskie,Górki Radostowskie,wyższe
690659,IRENA,JAWICKA,K,ogr,MALOWAŃCZYK,WANESSA,JAREMA,3541.10.15,Budy Budzkie,Budy Budzkie,Budy Budzkie,podstawowe
265601,MARCELA,ŚWISTACZ,K,hobbit,HORYNECKA,WANESA,KAI,3536.2.30,Krakowica,Krakowica,Krakowica,brak
170320,FELICJA,CHYBKI,K,ogr,BERTOSZ,MAGDALENA,BOLESŁAW,3523.10.29,Święcienin,Dąbie,Dąbie,brak
336991,VANESSA,ZARIJA,K,ogr,KRÓL-MIŚKOWIEC,ROXANA,KORNELIUSZ,3508.12.10,Jasice,Kolonia Opatowska,Kolonia Opatowska,nadludzkie
493992,TYTUS,PAWILNO-PACEWICZ,M,ogr,BETKOWIAK,INGA,MAREK,3509.12.15,Będogoszcz,Będogoszcz,Będogoszcz,wyższe
533700,EWELINA,DYCHTANOWSKA,K,ogr,WENSZKA,MARCELINA,LUCJAN,3502.1.30,Suchorze,Suchorze,Suchorze,średnie
476224,PAULINA,ZELT,K,ogr,COOLS,ALEXANDRA,WINCENTY,3512.8.16,Czartowice,Czartowice,Czartowice,nadludzkie
932074,ERNEST,BINIASZ,M,elf,GLIMOS,INEZ,OLGIERD,3534.5.18,Dżystka,Dżystka,Dżystka,brak
304282,APOLONIA,TAMOWICZ,K,ogr,GILLMANN,MIRIAM,PIOTR,3524.12.13,Kiełpin,Przybyłów,Dominikowice,podstawowe
922862,WERONIKA,ŚCIEPURA,K,ogr,ALAN,MARCELINA,DORIAN,3511.7.5,Ług,Ług,Ług,nadludzkie
618330,LILIANA,YESYPCHUK,K,ogr,ĆWIEKA,GAJA,KORNEL,3547.7.17,Józefatów,Piasecznia,Miga,wyższe
526984,ROMAN,PACION,M,goblin,SOBIEŚNIEWSKI,OLIMPIA,ROCH,3547.10.22,Hołodyska,Zwierzyniec,Kamienna,podstawowe
605249,IWO,KIELPINSKI,M,ogr,CIOŁEK-MYŚLAK,GRETA,OLIVIER,3500.7.27,Cynków,Dół,Dół,podstawowe
846804,OLIVER,PIECHNAT,M,ogr,NASZORA,GRETA,OLIVER,3509.5.21,Kobylica,Kobylica,Kobylica,podstawowe
504765,OTYLIA,MCWILLIAM,K,ogr,LASSMANN,KINGA,IVO,3542.11.8,Stefanów,Ratyń,Ratyń,średnie
378936,LARYSA,SKURŁAT,K,ogr,PASIROWSKA,NINA,WILHELM,3513.7.8,Wysocki,Wysocki,Wysocki,brak
519989,DONATAN,ZATHEY,M,ogr,MACHAŁA,ZUZANNA,MAKSYMILIAN,3500.12.19,Liszkowo,Cisowe,Cisowe,wyższe
986485,BRAJAN,ŚCIGAJŁO,M,ogr,BUBLIS,ADELA,MICHAEL,3537.6.17,Łopata,Morgi,Morgi,wyższe
604823,STEFANIA,PŁUSZCZEWSKA,K,ogr,TYDERKA,ZOJA,WITOLD,3517.3.30,Górny Koniec,Górny Koniec,Górny Koniec,podstawowe
134458,DAGMARA,CZERNIN,K,chochlik,POWOŁAŃSKA,HALINA,PAWEŁ,3535.2.24,Kamionka,Dworki,Dworki,średnie
497917,KONRAD,GŁĄBACZ,M,hobbit,PIETRUKOWSKA,WIOLETTA,DIEGO,3520.1.18,Racula,Racula,Racula,średnie
802666,STANISŁAW,OBERMEYER,M,wiedźma,RETZ,ANIKA,WILHELM,3543.7.21,Podlesice Drugie,Przemkowo,Smardyń,średnie
576047,IZABELA,PONIŃSKA,K,ogr,SMUGŁA,ANTONINA,KONRAD,3527.10.1,Głębowice,Głębowice,Głębowice,średnie
169908,HONORATA,NAFKHA,K,ogr,KOPEĆ-HARASZKIEWICZ,VIKTORIA,MIECZYSŁAW,3533.4.19,Od Porąbek,Borzysław,Działki,brak
903646,GLORIA,KARANKEVICH,K,ogr,ELJASZAK,MICHELLE,AMADEUSZ,3518.9.14,Kulawki,Woroniec,Jarząbki,brak
687987,WIKTOR,STRONCZAK,M,ogr,JURKOW,MILA,BŁAŻEJ,3525.9.20,Kobylanka,Kobylanka,Kobylanka,nadludzkie
351696,ROXANA,KAZMIRUK,K,hobbit,SIDOU,MATYLDA,PIOTR,3514.1.18,Kruszka,Kruszka,Kruszka,średnie
776960,IGNACY,BALDACHOWSKI,M,hobbit,NAJARYAN,MAYA,KACPER,3514.3.20,Wrząca Wielka,Wrząca Wielka,Wrząca Wielka,średnie
583675,MIROSŁAW,TOMASELLI,M,chochlik,KUCZATY,VICTORIA,RAFAŁ,3523.3.5,Kraśnik,Kraśnik,Kraśnik,brak
696873,SZYMON,PRZEŹDZIĘK,M,hobbit,RACHMIEL,EMMA,ARKADIUSZ,3536.1.25,Tworzymirki,Staświny-Osada,Staświny-Osada,wyższe
301743,BRUNO,BAŁEK,M,ogr,ULSZYN,KLARA,KONSTANTY,3536.11.16,Łychów Gościeradowski,Dobiecin,Dobiecin,brak
567636,AMADEUSZ,HONORSKI,M,ogr,YANKOVA,ALICJA,BOGUSŁAW,3530.1.15,Jeldzino,Jeldzino,Jeldzino,średnie
837691,KASJAN,WULKAN,M,ogr,JEŚKA,JANA,VINCENT,3527.10.11,Nowa Smolna,Nowa Smolna,Nowa Smolna,nadludzkie
603457,STELLA,KATARZYNIAK,K,ogr,LAFFITE,TAMARA,MICHAEL,3503.6.16,Łozice-Cegielnia,Harta,Harta,średnie
576772,HENRYK,TREMBUŁOWICZ,M,ogr,GONERA,BLANKA,DAVID,3522.1.21,Błonie,Konstantynówka,Bierzwnica,nadludzkie
671850,JONASZ,PAILLART,M,ogr,PRIEWE,ESTERA,DOMINIK,3506.7.24,Świdry-Dobrzyce,Świdry-Dobrzyce,Świdry-Dobrzyce,wyższe
614676,ALEXANDRA,WAŁDOŃ,K,ogr,POWALA,MICHALINA,FELIKS,3506.1.11,Górki-Sypniewo,Górki-Sypniewo,Górki-Sypniewo,średnie
573450,ILONA,KŁOSIN,K,ogr,FAYE,JULIANNA,MICHAŁ,3532.8.29,Towarzystwo,Halickie,Falmirowice,wyższe
853305,WŁADYSŁAW,JEENAWUT,M,ogr,BARTODZIEJSKA,NICOL,ALEX,3534.9.6,Mańkowo,Karoliny,Karoliny,wyższe
782545,VIVIANA,SPOCIŃSKA,K,ogr,AVIGDOR,ROZALIA,ALEKSY,3517.5.8,Lubsinek,Lipka-Podborze,Pod Górami,brak
422580,FELICJA,GIEROSZ,K,człowiek,BULANOWSKI,MARCJANNA,HUBERT,3532.11.14,Chomranice,Podmokrusie,Stękiny,nadludzkie
426340,ADRIANA,DYSTLER,K,ogr,STABRYŁA,ANETA,CEZARY,3540.6.10,Czaplin Wielki,Maków,Maków,średnie
247908,MICHAŁ,MIERWIŃSKI,M,gnom,WASZCZENKO-ZACHARCZENKO,MARTA,FRANCISZEK,3513.9.14,Wapienne,Wapienne,Wapienne,wyższe
653290,DAMIAN,CITKOWICZ-JURKIEWICZ,M,ogr,WIZANTYJSKA,OLIMPIA,EDWARD,3539.1.23,Wielkie Błonie,Wielkie Błonie,Wielkie Błonie,średnie
572969,ARON,BUNECHKO,M,ogr,CHOIŃSKA,ELENA,MIRON,3506.3.7,Starzawa,Starzawa,Starzawa,podstawowe
547841,IGA,UCKA,K,ogr,PICAZO-FILIPEK,SOFIA,BENJAMIN,3512.1.18,Resztówka,Resztówka,Resztówka,nadludzkie
496625,MIKOŁAJ,OBIESŁO,M,ogr,WAJA,IZABELLA,MARCELI,3545.4.17,Dłużniewice,Kotla,Kotla,wyższe
497680,TOMASZ,GIACCHETTI,M,gnom,SOŁTYKOW,KONSTANCJA,JĘDRZEJ,3532.10.22,Ulica,Ulica,Ulica,podstawowe
766082,OLIWIER,TSYGANIUK,M,ogr,AGYENIM-BOATENG,MARTYNA,KASPIAN,3503.7.28,Ciosaniec,Ciosaniec,Ciosaniec,brak
117362,HANA,CHYL,K,ogr,KORZUCH,ZOFIA,KEWIN,3539.3.29,Kręczki,Kręczki,Kręczki,średnie
493194,OLAF,CHAMCZYŃSKI,M,człowiek,YEVLADENKO,ANTONINA,JAREMA,3521.4.10,Śmiechowo,Śmiechowo,Śmiechowo,brak
275471,FLORIAN,MŁYNARCZYKOWSKI,M,ogr,HABIK,BOGNA,JONATAN,3547.6.14,Kowalszczyzna,Kowalszczyzna,Kowalszczyzna,średnie
972639,IRENEUSZ,LABUSZEWSKI,M,ogr,BOROVENSKA,KORNELIA,MAXYMILIAN,3539.7.16,Budzyń-Kolonia,Budzyń-Kolonia,Budzyń-Kolonia,nadludzkie
547618,DORIAN,RARATA,M,ogr,KRYSZAJTYS,LILIANA,JAN,3522.3.2,Łeszczyn,Łeszczyn,Łeszczyn,wyższe
474467,WIOLETTA,SOULIER,K,ogr,BABULEŃKO,MARCELINA,LEONARD,3512.2.3,Wojnówko,Kostry-Litwa,Samin,nadludzkie
248789,MALINA,JASNOCH,K,ogr,KUŞ,LIVIA,ZACHARY,3524.7.22,Pastwisko,Pastwisko,Pastwisko,średnie
915995,ROZALIA,DUNGAROW,K,krasnal,FRAINT,EMILIA,JULIAN,3536.1.25,Borowiny,Borowiny,Borowiny,podstawowe
324364,ZUZANNA,MITRUK,K,ogr,KYFOR,DOBRAWA,RAFAŁ,3507.10.4,Swaryszów,Swaryszów,Swaryszów,wyższe
299263,LUCJAN,GREBENNIK,M,ogr,UNIAT,SOPHIE,MIESZKO,3550.12.20,Orzeszówka,Orzeszówka,Orzeszówka,wyższe
656060,BRAYAN,REMBACKI,M,ogr,HRYMAK,NIKOLA,BRUNO,3520.11.6,Popielewo,Popielewo,Popielewo,średnie
368924,SYLWIA,GUDASZ,K,ogr,SZYMACHOWSKA,ŻANETA,IGOR,3535.9.3,Białęgi,Zieleniec,Zieleniec,wyższe
462535,DAMIAN,MAHLOW,M,ogr,OLSZOWIEC,JAGNA,HUGO,3507.7.17,Zapanki,Zapanki,Zapanki,podstawowe
284270,MIESZKO,MALI,M,ogr,SIENDER,HALINA,MAKSYMILIAN,3528.5.20,Podleszany,Budoradz,Budoradz,średnie
873885,ARTUR,UTRATA-SCHOLL,M,ogr,SELIWIORSTOW,AMANDA,BARTŁOMIEJ,3520.7.15,Ługi,Ługi,Ługi,podstawowe
501966,JULIUSZ,SMOLYAKOV,M,ogr,PRZYSZLAK,SONIA,FELIKS,3545.2.24,Opalenica,Trzeciny,Trzeciny,podstawowe
493021,LUIZA,KOLASA-STRĄCZKOWSKA,K,ogr,ARENDARUK,JANINA,WIKTOR,3504.11.29,Strzegocin,Słowiki,Słowiki,podstawowe
351838,RYSZARD,PARYAS,M,wiedźma,TROJBICZ,GABRIELA,MIROSŁAW,3521.2.24,Majorat,Winne-Podbukowina,W Dole,podstawowe
923582,KEWIN,SIEROSZYŃSKI,M,ogr,JASIONOWICZ,DALIA,EMANUEL,3505.10.14,Szumki,Szumki,Szumki,średnie
792447,ANETA,JANKOWSKA-FILIPEK,K,ogr,URSIŃSKA,ADELAJDA,JAN,3545.3.26,Kobiałki,Zamłynie,Kłodzin,podstawowe
693591,JAŚMINA,BAZARKIN,K,hobbit,SOSIŃSKA-BIAŁY,SELENA,KACPER,3533.4.3,Rogulskie,Rogulskie,Rogulskie,nadludzkie
947298,BEATA,TORCHALSKA,K,ogr,SOPUR,ŻANETA,TEOFIL,3529.11.21,Zabór Mały,Zabór Mały,Zabór Mały,podstawowe
347300,ZIEMOWIT,RIHER,M,ogr,SEVAK,ESTERA,WILHELM,3512.9.11,Osienniki,Rakowo,Brzeźnik,nadludzkie
720808,VIVIANA,HULICZKA,K,ogr,SKRZĘDZIEJEWSKA,ŁUCJA,HUBERT,3538.3.10,Kąty,Kąty,Kąty,średnie
485552,MICHAEL,PARZYNOWSKI,M,ogr,VITRUK,STELLA,FRYDERYK,3531.2.24,Długołęka,Długołęka,Długołęka,nadludzkie
