NrESKM,Imie,Nazwisko,Plec,Gatunek,NazwiskoPanienskieMatki,ImieMatki,ImieOjca,Data_urodzenia,MiejsceUrodzenia,MiejsceZamieszkania,MiejsceZameldowania,Wyksztalcenie
981145,MARIKA,RADOSZEWSKA-ZAKOŚCIELNA,K,ogr,KLESZTA,KAMILA,BOGDAN,3549.4.3,Gęstwa,Gęstwa,Gęstwa,podstawowe
682036,LIWIA,CIELUCHOWSKA,K,hobbit,SAIZ,TERESA,FRYDERYK,3541.10.30,Strzelewo,Strzelewo,Strzelewo,brak
474700,SELENA,CELIK,K,ogr,BRZENZKA,NADIA,ALEKSANDER,3542.3.20,Zaspa,Zaspa,Zaspa,podstawowe
700111,XAVIER,PETELCZYK,M,ogr,PIEREWOJ,EWA,KASPIAN,3536.4.7,Młynczyska,Młynczyska,Młynczyska,wyższe
594630,OTYLIA,LUKLIŃSKA,K,ogr,DZIEKAN,MARCELA,EMILIAN,3534.4.2,Dzierzbiętów Duży-Kolonia,Dzierzbiętów Duży-Kolonia,Dzierzbiętów Duży-Kolonia,nadludzkie
546977,TYMOTEUSZ,DMYTRUSH,M,ogr,ROMANYUK,OKSANA,JOACHIM,3513.4.28,Dominówka,Dominówka,Dominówka,podstawowe
694749,SAMANTA,KIRIANOW,K,ogr,HIRYLOVICH,MARCJANNA,ARON,3506.9.29,Grządziele,Grządziele,Grządziele,wyższe
212691,ESTERA,SZYSZŁŁO,K,ogr,POTAPCZUK,IWONA,TADEUSZ,3532.7.19,Czernice,Czernice,Czernice,brak
872934,CECYLIA,SAKHR,K,ogr,ZAHARAŃSKA,JUDYTA,KORDIAN,3515.10.30,Drogi,Drogi,Drogi,średnie
654301,INES,FORREITER,K,ogr,EMIN,ANTONIA,BOLESŁAW,3535.1.25,Nieckowo,Dąbrówki,Granicznik,brak
708901,APOLONIA,BORSKA,K,ogr,REKŚĆ,DARIA,MAXYMILIAN,3550.6.20,Słoninowa,Zdrada,Zdrada,nadludzkie
140526,BARBARA,CHRYPTOWICZ,K,ogr,RAJEK,DANUTA,TEODOR,3514.1.12,Plebanki,Brzezina,Brzezina,podstawowe
333866,BIANKA,BERNYK,K,ogr,WIECZOREK-MARCINIAK,WANESA,JULIAN,3515.1.9,Husynne,Husynne,Husynne,średnie
406591,WITOLD,OKLEJA,M,ogr,KISZKOWSKA,MICHELLE,JOACHIM,3532.4.17,Rogaczewo,Rogaczewo,Rogaczewo,nadludzkie
303241,HONORATA,HEJMLICH,K,ogr,TELĘDA,WIOLETTA,GNIEWOMIR,3502.1.2,Jarzębowo,Jarzębowo,Jarzębowo,podstawowe
269817,HANA,ZALEWSKA-BIZIUK,K,ogr,TIURMOREZOW,ALICJA,FLORIAN,3523.10.28,Natolin,Natolin,Natolin,wyższe
729310,EDWARD,KIJANOWICZ,M,ogr,PIERZCHOT,BARBARA,MAX,3505.11.20,Bogumiłów-Kolonia,Bogumiłów-Kolonia,Bogumiłów-Kolonia,wyższe
812581,BLANKA,SZYPER,K,ogr,RÓWNIEWSKA,URSZULA,KOSMA,3505.10.8,Zagroda,Dół,Dół,nadludzkie
979448,NOEMI,SIERPIEJKO,K,ogr,KUCZYNKO,STELLA,RAFAŁ,3545.2.28,Kolonie Nowomodzkie,Kolonie Nowomodzkie,Kolonie Nowomodzkie,nadludzkie
483215,MICHALINA,SZWIERC,K,ogr,BORID,DOMINIKA,MAXYMILIAN,3536.7.2,Rębowo,Rębowo,Rębowo,brak
826326,OLAF,STUKA,M,ogr,AMMAR,JUSTYNA,MIŁOSZ,3516.10.4,Romnów,Romnów,Romnów,podstawowe
987718,ARIANNA,POCZEKAJSKA,K,ogr,GYMZA,JUSTYNA,NATHAN,3546.1.3,Ujkowice,Ujkowice,Ujkowice,nadludzkie
313015,KUBA,HLIWIATCZYN,M,ogr,BIS,SELENA,DOMINIK,3516.1.8,Dębskie,Śliwiny,Śliwiny,wyższe
642776,ANNA,KOBŁOSZ,K,ogr,LINIAK,MALINA,KONSTANTY,3517.8.13,Posielanie,Posielanie,Posielanie,brak
614720,ANETA,PODLIPSKA,K,ogr,HODOREK,ANITA,KUBA,3537.11.25,Zamek,Zamek,Zamek,brak
136947,REMIGIUSZ,PRASALSKI,M,ogr,CUPIAŁ,MALWINA,KASJAN,3547.10.19,Kanigowo,Stara Wieś,Stara Wieś,wyższe
564429,ANIKA,VAN DEN BURG,K,ogr,IRZMAŃSKA,WANESA,BARTŁOMIEJ,3501.3.7,Głażewo,Głażewo,Głażewo,wyższe
765288,TERESA,LISSEWSKA,K,ogr,TAKI,MICHELLE,KORNELIUSZ,3527.4.6,Rokitki,Stawnik,Kochanów,średnie
611252,LILIANNA,MYKHAILIUK,K,ogr,SPODE,IZABELA,PASCAL,3509.1.26,Przedborów,Glinianki,Marynopole,nadludzkie
125630,ANTONIA,GARMAN,K,ogr,BUREWICZ,SYLWIA,DANIEL,3533.11.15,Winna Góra,Szczerbin,Wyrzyki,wyższe
299206,ŻANETA,SYNUS,K,ogr,SARGALSKA,BIANKA,OLIWER,3525.2.5,Bolesławów,Bolesławów,Bolesławów,nadludzkie
181728,BENIAMIN,HAŁA,M,ogr,KRZEWINIAK,GAJA,BRUNO,3540.11.15,Marianówka,Marianówka,Marianówka,wyższe
604677,EMILIA,SZLENCZKA,K,goblin,KUSZNIER,NICOL,JERZY,3509.2.30,Dobijacz,Dobijacz,Dobijacz,podstawowe
271123,SAMANTA,JAWAŃSKA,K,ogr,TELEKAŁO,LUDWIKA,MAKSYMILIAN,3529.6.10,Gałkowo,Gałkowo,Gałkowo,podstawowe
782068,BEATA,ŚMITKOWSKA,K,ogr,SAŁAJ,AGNIESZKA,IGOR,3533.5.13,Kowalka,Kwieciszowice,Kwieciszowice,podstawowe
378831,JOACHIM,RENCZELEWSKI,M,ogr,HEUCHERT,VANESSA,JULIUSZ,3534.7.3,Leśna,Leśna,Leśna,nadludzkie
408490,EMILIA,DUNAJ,K,krasnal,OBDYRKO,NEL,LEOPOLD,3527.11.13,Jurzynek,Jurzynek,Jurzynek,wyższe
564795,LILIANNA,BOROWICA,K,gnom,KRYWOPUSK,ANIELA,SZCZEPAN,3514.10.23,Jarząbka,Jarząbka,Jarząbka,podstawowe
563041,MILAN,DOBROSZKA,M,ogr,APKA,MARIA,HENRYK,3545.12.19,Stara Dziedzina,Gościszewo,Gościszewo,wyższe
643697,BARBARA,ADAMEK-ZAJĄC,K,ogr,CWAJDA,ANIELA,FABIAN,3545.1.20,Kamanowo,Bolimowska Wieś,Bolimowska Wieś,średnie
658238,MILA,KOSINSKA,K,ogr,JĘKAL,ADA,TOBIASZ,3501.7.21,Krzcięcice,Łyskowa,Łyskowa,podstawowe
116108,BRAYAN,REICHER,M,ogr,ZHANDAROVA,OLIMPIA,OLAF,3537.12.3,Jeziorki,Dąbrowa-Łazy,Na Mycie,średnie
945426,ŁUKASZ,SUSAN,M,ogr,CZYCZKIEWICZ,MARCELA,STEFAN,3535.7.19,Mielno,Mielno,Mielno,podstawowe
966294,PIOTR,OŻDŻOŃSKI,M,elf,KATASZCZENKO,AMELIA,SEWERYN,3527.8.18,Świelubie,Mała Grzybowa Góra,Mała Grzybowa Góra,nadludzkie
793476,MAJA,WUTKOWSKA,K,ogr,PIZULSKA,INEZ,DAWID,3502.2.14,Aleksandrówka,Aleksandrówka,Aleksandrówka,średnie
383746,ALEX,COR,M,ogr,BROGGINI,KATIA,KACPER,3545.4.13,Domanice,Domanice,Domanice,nadludzkie
346069,KASJAN,KOLLASSA,M,ogr,SZKLARKOWSKA,KINGA,SEWERYN,3539.3.23,Rybie,Mucharscy,Kębłowo,średnie
150999,JAGODA,KTECZEK,K,ogr,HAJDUCZEK,ALEXANDRA,TOMASZ,3512.11.26,Zabrodzie,Zawierzbie,Zawierzbie,brak
768157,JANA,KUŚMIDER,K,ogr,EHRESMANN,LILIANA,JERZY,3504.8.25,Szczurów,Mokre,Mokre,brak
370153,CELINA,DE FEBER,K,ogr,BUTKUTE,LUIZA,BARTOSZ,3534.8.14,Ciołek,Ciołek,Ciołek,brak
955005,JULIA,PANKOWIAK,K,hobbit,HARELY,LUCYNA,FLORIAN,3538.11.19,Kotla,Roszuszka,Roszuszka,brak
903332,CYPRIAN,MERLANTE,M,ogr,MOTENKO,MIA,FLORIAN,3505.5.4,Busko-Zdrój,Busko-Zdrój,Busko-Zdrój,brak
828068,ARKADIUSZ,FRAIUK,M,ogr,PERSHKO,INKA,WINCENTY,3506.5.17,Pole pod Polichnem,Pole pod Polichnem,Pole pod Polichnem,nadludzkie
720213,OLAF,RAWAL,M,ogr,ZERINA,KORNELIA,WŁADYSŁAW,3518.2.11,Miłotki,Miłotki,Miłotki,wyższe
557602,BORYS,MULRZYŃSKI,M,ogr,WEGRZYCKA,FELICJA,MICHAEL,3512.10.28,Stare Brzesko,Stare Brzesko,Stare Brzesko,średnie
335679,IDA,VYSHNEVETSKA,K,krasnal,SKOWORNEK,DOBROCHNA,STEFAN,3537.5.18,Łazy,Glinica,Gałkówka,średnie
653863,TADEUSZ,BOTTARO,M,ogr,HOFRICHTER,ANTONINA,RYAN,3506.10.14,Tarnówko,Tarnówko,Tarnówko,podstawowe
658576,KEVIN,WOTSZEL,M,chochlik,KRUTKOWSKA,BRYGIDA,BORYS,3505.4.17,Grabówka,Grabówka,Grabówka,wyższe
230816,AMELIA,KURDAK,K,ogr,MISZKINIUK,DAGMARA,MACIEJ,3523.1.3,Pieńki,Niestoja,Niestoja,nadludzkie
367319,JAGODA,KOŁWA,K,ogr,KOCAARSLAN,OKSANA,LUCJAN,3533.8.2,Wólka,Skotniki,Adamów,podstawowe
859429,ARIANNA,FARKAS,K,ogr,WOJNO-SIDOROWICZ,MARTYNA,DORIAN,3539.4.2,Berdechów,Stepna,Stepna,średnie
487653,BOGDAN,CELIŃSKI-JANOWICZ,M,ogr,GIENDA,OLIWIA,ANTONI,3522.10.26,Pustkowie,Pustkowie,Pustkowie,nadludzkie
875686,PASCAL,DUKHNOVSKYI,M,ogr,DRZEWNIAK,KLAUDIA,ROCH,3505.2.1,Fiałkowo,Fiałkowo,Fiałkowo,wyższe
877505,MARIKA,TROJANOWSKA-ZAJĄC,K,ogr,DZIWAŃSKA,ADA,FRYDERYK,3542.8.2,Pracica,Będkowice,Będkowice,średnie
580496,HELENA,BASZTAR,K,ogr,HEINZL,GRETA,WILLIAM,3503.7.15,Miąskowo,Miąskowo,Miąskowo,wyższe
719451,SANTIAGO,JEŚMANOWICZ,M,ogr,KLEP,GRETA,MIRON,3527.7.11,Górka,Górka,Górka,nadludzkie
243037,JEREMIASZ,PERELMUTER,M,ogr,KARAER,LAURA,IWO,3543.11.11,Wilki,Wilki,Wilki,średnie
763674,LEOPOLD,POŁUNKISZKIS,M,ogr,WOLFF SWATOWISKI,ANNA,FRANCISZEK,3524.6.22,Goniądz,Goniądz,Goniądz,brak
635636,ESTERA,DENYSZ,K,ogr,AMBROŻEK,SOPHIE,JĘDRZEJ,3513.1.27,Miłoszyn,Miłoszyn,Miłoszyn,wyższe
209319,JOEL,TRYGUBA,M,ogr,SKUCIŃSKA,MAGDALENA,KSAWERY,3500.1.14,Łazy,Łazy,Łazy,wyższe
668703,LESZEK,SAK VEL ANTOSZAK,M,ogr,JUNG,JANINA,NIKODEM,3516.2.18,Wołówki,Wołówki,Wołówki,średnie
609465,JAGNA,BRZESKA,K,chochlik,IOVOVA,NICOLA,FABIAN,3549.10.22,Kawka,Sławęcin,Sławęcin,wyższe
108627,MAGDALENA,AGEENA,K,ogr,ISTRATII,ANASTAZJA,ADRIAN,3529.7.3,Stroniewice,Stroniewice,Stroniewice,podstawowe
856510,BŁAŻEJ,MICHALCZYK,M,ogr,WIERZBOWA,ILONA,NATHANIEL,3508.12.23,Wola Rudlicka,Wola Rudlicka,Wola Rudlicka,nadludzkie
498206,DENIS,BOJER,M,ogr,GREZEL,MARLENA,ALEKSY,3533.6.8,Kobylec,Kobylec,Kobylec,wyższe
304408,EMMA,KRUCHYNINA,K,ogr,BORTOWSKA,GRETA,KSAWIER,3525.7.28,Laski,Wiąg,Dąbrówka,wyższe
786326,VIVIANA,MACIĄŻEK,K,ogr,DALMATA,CARMEN,HUBERT,3532.4.19,Pisarzowice,Góra,Dalechowy,nadludzkie
917432,ŁUKASZ,BREŁYK,M,chochlik,ØEN,MARZENA,MICHAEL,3508.7.24,Nowa Głuszyca,Cielmice,Podlesie,nadludzkie
183683,AMADEUSZ,GALENCZENKO,M,ogr,ENGLOT,KATIA,LEO,3531.7.2,Grzybów,Folwark,Folwark,wyższe
376343,GUSTAW,KEPLIN,M,ogr,WAJKERT,HALINA,MATEUSZ,3526.6.20,Brzezinki,Wierzbówek,Dynatywa,nadludzkie
640724,SYLWIA,HALOT-JESPERSEN,K,ogr,DASZYKOWSKA,STELLA,BRUNON,3526.7.8,Niwa,Niwa,Niwa,wyższe
626635,DARIA,KWASKIEWICZ,K,ogr,ZDZIOR,ELENA,REMIGIUSZ,3543.1.17,Do Krupy,Łukowice,Łukowice,wyższe
113120,STEFANIA,SZEJAK VEL ŻEAK,K,ogr,CZARNECKA-KĘDZIERSKA,LILIANNA,DAVID,3528.4.8,Kurpie,Sokołowo Włościańskie,Grabówko,podstawowe
362031,ELENA,DYACHUK,K,ogr,GAVRILOVIĆ,WANESA,TEOFIL,3508.12.10,Rybowo,Rybowo,Rybowo,średnie
113088,MICHAŁ,IRZYK,M,ogr,BLÜSCH,MARCELINA,KORNELIUSZ,3550.3.19,Hucisko,Hucisko,Hucisko,wyższe
726837,BOGNA,JÓREK,K,ogr,KRUPA-DYNAK,ALEXANDRA,BOLESŁAW,3550.6.23,Nowa Wieś,Nowa Wieś,Nowa Wieś,średnie
261474,DOBRAWA,TERRACCIANO,K,ogr,PUCZYŁO,MARLENA,NORBERT,3521.7.18,Wójtowizna,Zwierzyn,Zwierzyn,podstawowe
623776,ARON,ARTYMICZ,M,ogr,BRAULIŃSKA,ANTONINA,JOEL,3525.1.19,Błonie,Paryż,Paryż,średnie
878134,ELENA,HEUCHERT,K,wiedźma,OLANKIEWICZ,RITA,JERZY,3548.1.1,Błota,Błota,Błota,brak
709999,JÓZEF,SZUDZIAK,M,ogr,PARTUM,URSZULA,JANUSZ,3533.2.7,Glinno Wielkie,Glinno Wielkie,Glinno Wielkie,średnie
943035,NATALIA,DURMA,K,ogr,ŁYSZCZ,JOWITA,NIKODEM,3533.2.25,Brnik,Brnik,Brnik,brak
790333,IDALIA,BARSZCZ-MALINOWSKA,K,ogr,JAWORSKA-KOZAK,ANGELIKA,NATHAN,3529.1.14,Petrykozy,Petrykozy,Petrykozy,podstawowe
932967,BENEDYKT,SEREDNYTSKYY,M,ogr,KRUSZYŃSKI,EWA,MAKSYMILIAN,3529.4.21,Nowa Wieś,Nowa Wieś,Nowa Wieś,średnie
608903,ROMAN,SELIUNIN,M,ogr,PACHTCHENKO,AMELIA,WOJCIECH,3520.12.9,Stary Jaromierz,Przedwieśnik,Rabszczówka,brak
504894,PATRYK,SAJNÓG,M,ogr,RYNIEWSKA,TERESA,ZACHARY,3539.10.3,Wójtostwo,Gostomin,Świdrówka,podstawowe
956279,ARKADIUSZ,MATIAŻ,M,ogr,RZOCZEK,HANNA,FILIP,3500.7.25,Za Stawem,Za Stawem,Za Stawem,średnie
446583,MICHALINA,PRESUCHA,K,ogr,ZBIGLEI,OLIWIA,RYSZARD,3517.9.10,Huta Stara A,Grądy,Grądy,nadludzkie
521608,SELENA,BORYNIK,K,ogr,PFEUFFER,JANINA,SZYMON,3544.8.9,Garbek,Garbek,Garbek,wyższe
910379,MIKOŁAJ,BUKAREWSKI,M,ogr,BELLO,ELŻBIETA,MILAN,3539.9.7,W Pośrednim Groniu,W Pośrednim Groniu,W Pośrednim Groniu,średnie
589149,FLORIAN,DZIERŻYŃSKI,M,ogr,GÜREL,ANTONINA,KAZIMIERZ,3500.12.24,Pękoszew,Pękoszew,Pękoszew,podstawowe
900158,DOROTA,KAMIŃSKA-ZAJĄC,K,ogr,DJAMOURZAEVA,ANTONIA,KSAWIER,3535.6.27,Godaszewice,Godaszewice,Godaszewice,nadludzkie
146264,IZABELA,BAUCZ,K,ogr,PROCHNICKA,WIOLETTA,NATHANIEL,3521.3.14,Ostoja,Ostoja,Ostoja,podstawowe
499561,MIRON,PRYLYPA,M,ogr,PODZIELNA,OTYLIA,MIROSŁAW,3547.8.19,Laskownica Wielka,Laskownica Wielka,Laskownica Wielka,wyższe
647968,NADIA,POŻEG,K,ogr,DABABOU,NICOLE,KEVIN,3524.11.10,Jeziorko,Pary,Pary,średnie
200483,ANDRZEJ,HODYR,M,ogr,MAZUMDAR,ANASTAZJA,FLORIAN,3529.4.12,Dziekanów-Osada,Cierpice,Cierpice,średnie
978722,INEZ,LEWNA,K,ogr,MATAN,OLA,SEWERYN,3523.11.27,Adampol,Adampol,Adampol,nadludzkie
733304,MAREK,ORENICZ,M,hobbit,TYMOWSKI,KSENIA,KSAWERY,3537.3.28,Górka,Zagrody,Zagrody,średnie
569257,INES,JANALIK,K,ogr,OSTROWSKA-POWĄSKA,HELENA,NATHAN,3521.4.18,Narama,Narama,Narama,średnie
764654,MARCIN,GORETSKYY,M,ogr,RAJWER,OTYLIA,KONSTANTY,3549.8.5,Błonie,Radwan,Stanisławów,podstawowe
584423,KSAWIER,HYNDLE,M,ogr,SUER,MIRIAM,LUCJAN,3528.3.10,Narty,Narty,Narty,średnie
512013,DOBRAWA,ŚLIZ-SKUPIEŃ,K,ogr,GRUETZNER,WANESA,SŁAWOMIR,3549.2.14,Kąty,Kąty,Kąty,brak
755056,PATRYCJA,SZERUDA,K,gnom,MIELKE,MARIA,WOJCIECH,3523.4.7,Wola Justowska,Diable Kopyto,Kapkazy,wyższe
288272,JOWITA,PARFELIUK,K,ogr,KULCHAWY,ŁUCJA,JACEK,3527.12.19,Górki,Górki,Górki,wyższe
956748,SEWERYN,SZARYŃSKI,M,gnom,SHUCHMAN,PAULINA,SEWERYN,3524.8.25,Żdanów,Żdanów,Żdanów,brak
566329,MAKSYMILIAN,PIZIEWICZ,M,ogr,BASZUCKA,LARYSA,PRZEMYSŁAW,3530.9.5,Cegliniec,Cegliniec,Cegliniec,średnie
230903,KAJETAN,ULJANOWICZ,M,krasnal,GÓRSKA-LIPIEC,NADIA,OSCAR,3523.2.24,Kolonie,Gródek-Kolonia,Gródek-Kolonia,podstawowe
742889,ADA,CREȚU,K,ogr,KORWIN-KUCZYŃSKA,HANNA,ERYK,3531.2.8,Za Wsią,Za Wsią,Za Wsią,średnie
171263,TADEUSZ,RATUSZYN,M,ogr,DUBIŃSKI,ANGELIKA,ŁUKASZ,3526.12.14,Śluza,Chwosty,Chwosty,podstawowe
385811,RITA,SENUSI,K,ogr,DURYŃSKA,BRYGIDA,BARTŁOMIEJ,3503.5.5,Tadeuszówka Mała,Załuż,Załuż,nadludzkie
426460,MIKOŁAJ,KOŁODZIEJUK,M,ogr,HAWKALUK,MELISA,ANATOL,3519.12.16,Wilczkowo,Wilczkowo,Wilczkowo,średnie
734628,NINA,TRUSHKOVA,K,ogr,VON DER WEIDEN,DIANA,OKTAWIAN,3535.7.21,Kocuby,Kocuby,Kocuby,brak
154378,MAXYMILIAN,PETAKIEWICZ,M,ogr,BŁOCH-TOPOLIŃSKA,LUCYNA,MATEUSZ,3514.2.17,Klimkowo,Klimkowo,Klimkowo,nadludzkie
371139,KAJETAN,MAKARCHUK,M,ogr,SWONKE,MARIKA,SEWERYN,3541.9.22,Skrzynówek,Skrzynówek,Skrzynówek,podstawowe
368916,KLEMENTYNA,DZIEWA,K,ogr,ŁAWIŃSKA-TARSA,INGA,TADEUSZ,3525.2.21,Dział,Koguty,Koguty,średnie
508720,OLIMPIA,MUSTANEN,K,ogr,HIMEUR,MAŁGORZATA,BRUNON,3524.12.17,Skawinki,Osowo Nowe,Potaśnia,podstawowe
844949,JANA,SCHIMKE,K,ogr,ŻYWUCKA,WANESA,PASCAL,3526.6.26,Mrózkowa,Mrózkowa,Mrózkowa,podstawowe
873391,ZBIGNIEW,ZWIZŁOWSKI,M,ogr,TOCZ,BLANKA,LEONARD,3535.5.13,Ostrów,Ostrów,Ostrów,wyższe
315164,MARCELINA,CIOŁEK-MYŚLAK,K,ogr,BANASZKO,TOLA,TYTUS,3527.3.13,Szymanowice,Szymanowice,Szymanowice,wyższe
851695,DOBROCHNA,WOŁOSZKA,K,ogr,BERKYOVÁ,WIKTORIA,OLIVIER,3546.11.7,Krępiec,Krępiec,Krępiec,średnie
961433,OLIWIA,GDOŃCZYK,K,elf,GLAUBITT,DARIA,KACPER,3510.6.28,Stara Wieś,Gibałka,Gibałka,nadludzkie
584288,MIA,MOŁCZANOWSKA,K,wiedźma,FASCHING,HALINA,KASJAN,3542.6.2,Dąbrowa,Mały Dólsk,Biernatki,nadludzkie
206073,INGA,ABASI,K,chochlik,ŁYCZAK,ANDŻELIKA,DOMINIK,3518.9.21,Szerzawa,Szerzawa,Szerzawa,wyższe
882926,KATARZYNA,CHLEBIEŃ,K,ogr,HALUSIAK,MONIKA,RADOSŁAW,3526.4.20,Kociołki,Kociołki,Kociołki,podstawowe
580743,KLAUDIA,FAKHARI,K,ogr,DOMNINA,HALINA,TYMON,3536.2.27,Kowale,Nowa Łącznica,Nowa Łącznica,podstawowe
366299,MALWINA,ZAWIŚLAN,K,ogr,DOBRIK,MARCJANNA,MIROSŁAW,3523.10.6,Zadziele,Zadziele,Zadziele,podstawowe
706178,BRYAN,ŚMIEGEL,M,ogr,GRINCZELIS,CELINA,JEREMIASZ,3505.7.2,Kidów,Garbatówka,Jaworze,brak
484027,SAMANTA,PETELCZYC,K,ogr,PRZYSTALSKA,KSENIA,KAI,3536.2.19,Jaworznik,Rosocha,Stanisławowo,brak
880986,MARIA,LESZCZYŃSKA-DRAL,K,ogr,EISENBARDT,NAOMI,NATAN,3501.9.8,Na Dworskiem,Na Dworskiem,Na Dworskiem,brak
367529,LAURA,ZYTKOWSKA,K,ogr,BORDUN,RÓŻA,MARCELI,3511.8.29,Kołaków,Zawadka,Skupowo,brak
924668,STEFAN,PIOŚ,M,ogr,PROKOP-BĄK,LARA,JEREMIASZ,3514.3.23,Fiedorowizna,Fiedorowizna,Fiedorowizna,nadludzkie
227949,LEON,TREMBACZ,M,gnom,RAMOYA,ARIANNA,LESZEK,3507.4.9,Janów,Janów,Janów,średnie
361745,MIA,SALWIRAK,K,ogr,JAKUBOWSKA-SADOWSKA,JADWIGA,DAMIAN,3543.8.21,Pod Kolanem,Milice,Milice,wyższe
878019,NATANIEL,BUDNYK,M,ogr,DANOVSKA,APOLONIA,GNIEWKO,3540.5.2,Burlaki,Międzygaj,Międzygaj,wyższe
157609,ANDŻELIKA,KHAWENDI,K,hobbit,GŁAZUNÓW,INKA,ALAN,3541.11.27,Smokowy,Choryń,Pod Bożą Męką,nadludzkie
773439,GABRIELA,UJWARY,K,wiedźma,DUCMALEWSKA,KAJA,AUGUST,3548.7.9,Gole,Gole,Gole,średnie
863360,IZABELLA,AYBURTAEVA,K,ogr,KANTOCH,OLIWIA,KLEMENS,3518.5.27,Kamienna Wola,Kamienna Wola,Kamienna Wola,podstawowe
219076,RYAN,DRUKOWSKI,M,ogr,TECHLOWSKA,ZUZANNA,WILLIAM,3537.6.1,Budy,Milczany,Milczany,średnie
717425,IGA,ZASKOWSKA,K,ogr,OBODOWSKA,NADIA,SERGIUSZ,3536.11.11,Aleksandrów,Aleksandrów,Aleksandrów,brak
158445,LIDIA,KUCHERENKO,K,ogr,SAWULAK,KALINA,ROCH,3526.11.3,Podlesie,Mierzejewo,Mierzejewo,średnie
233959,MARCJANNA,BEDNARSKA-GÓRSKA,K,ogr,BALOK,DALIA,KLEMENS,3542.1.4,Brzeziny,Brzeziny,Brzeziny,brak
112533,ŻANETA,MIKOLKA,K,ogr,PARFIONÓW,KLAUDIA,REMIGIUSZ,3515.10.26,Przywory,Szczyty W,Szczyty W,nadludzkie
367463,IGOR,CZERNIKIER,M,ogr,CISIELSKA,JULIA,SYLWESTER,3508.2.9,Garb,Brzezinka,Zaborze,podstawowe
643724,IZABELLA,SIĘKIEL,K,ogr,FINK LINS E SILVA,MILA,IRENEUSZ,3539.6.9,Świętosławice,Szczytnica,Szczytnica,wyższe
555108,JULIAN,MĘKAS,M,ogr,KOPANICKA,ANGELIKA,KACPER,3519.7.20,Dół,Dół,Dół,podstawowe
905392,JONASZ,BLEDZIEWSKI,M,ogr,BIESALSKA,TAMARA,IRENEUSZ,3543.9.21,Malinówka Mała,Kozubiec,Kozubiec,nadludzkie
394289,WERONIKA,PEISKER,K,ogr,PILDZICZ,DOBROCHNA,GUSTAW,3510.12.24,Bachotek,Klucz,Łosewo,średnie
639455,RADOSŁAW,MOSZONKA,M,hobbit,FREDERIKSEN,VIKTORIA,SZCZEPAN,3521.5.8,Wiączemin Polski,Wiączemin Polski,Wiączemin Polski,średnie
422795,ŁUCJA,BERTHELOT,K,hobbit,CHRUSZCZYNSKA,ANNA,MAKS,3512.5.2,Gawrychy,Wólka,Wólka,brak
556714,MIRIAM,MISIOŁOWSKA,K,ogr,JIRA,JULIA,ERYK,3513.11.23,Dział,Dział,Dział,nadludzkie
361850,GABRIELA,SOKOŁEK,K,ogr,MEHDDEB,HELENA,MARCEL,3505.9.23,Hujasowa Rola,Hujasowa Rola,Hujasowa Rola,wyższe
857257,NADIA,WĄCIOR,K,ogr,BAHYRYCZ,LIVIA,LUCJAN,3501.2.16,Bosutów,Bosutów,Bosutów,podstawowe
878158,EMIL,MARYCHKANYCH,M,ogr,OBWORSKA,NATALIA,MAKSYMILIAN,3529.7.15,Nowe Borowe,Nowe Borowe,Nowe Borowe,średnie
160916,PAULA,PIERNIKORZ,K,człowiek,SMOLEJ,ESTERA,MIKOŁAJ,3535.3.20,Wola Sernicka-Kolonia,Bereżnica Niżna,Bereżnica Niżna,średnie
388217,IGA,PŁĄCHOCKA,K,wiedźma,BAKAEVA,MILENA,SEBASTIAN,3503.1.30,Bryki,Bryki,Bryki,nadludzkie
667217,DOMINIKA,SZKIEŁKOWSKA,K,ogr,SCHIMKE,NEL,NIKODEM,3537.10.8,Żaków,Żaków,Żaków,nadludzkie
563841,JULIA,ROSIAK-JANKOWSKA,K,elf,SEIZEW,LARA,AUGUST,3506.7.25,Czyrna,Chrzelice,Chrzelice,nadludzkie
103259,MIŁOSZ,BASTOCK,M,ogr,NOWAK-MRÓZ,RITA,KLEMENS,3542.5.1,Kobylinek,Pod Lasem,Pod Lasem,brak
586416,MARTIN,SZTOLSZTEJNER,M,ogr,SLAVETSKA,VANESSA,JAROSŁAW,3506.9.5,Uniegoszcz,Uniegoszcz,Uniegoszcz,wyższe
722220,NATHAN,KOŹLIŃSKI-CZECH,M,ogr,ŁUCIAKIEWICZ,ZOJA,NATAN,3538.3.11,Adamusy,Wielkie Bałówki,Kąty,brak
844973,OKTAWIA,RABASZKIEWICZ,K,ogr,TROLLE,LUIZA,BRUNON,3512.11.1,Dąbrowa,Nowa Kamienna,Nowa Kamienna,nadludzkie
242969,ALEX,BAJRON,M,ogr,MAKARCZYK,SOPHIE,GRACJAN,3540.3.21,Kępa Troszyńska,Kępa Troszyńska,Kępa Troszyńska,średnie
593396,OKTAWIA,KRASIKOW,K,goblin,CHOŁAJ,MICHELLE,JERZY,3545.3.9,Ścigów,Golina Wielka,Golina Wielka,średnie
829009,JAKUB,WILLSCH,M,ogr,BAŁDO,ELŻBIETA,KAJETAN,3511.3.13,Kuźnica Ługowska,Żołędzin,Pawlakówka,nadludzkie
433985,SAMUEL,BATTEL,M,ogr,KRAWCZYK-WIŚNIEWSKA,KLARA,ARKADIUSZ,3501.11.26,Puhary B,Puhary B,Puhary B,nadludzkie
